
MatchID,Team,Player,Goals,Assists,Passes,Tackles,Possession,Formation
230,Barcelona,Player 885,1,0,72,4,66.6,3-4-3
380,Liverpool,Player 886,1,1,11,0,54.6,3-4-3
470,Chelsea,Player 887,3,1,90,3,64.9,4-4-2
244,Inter Milan,Player 888,2,1,54,0,53.8,4-3-3
358,Bayern Munich,Player 889,3,1,17,4,68.9,4-2-3-1
274,Liverpool,Player 890,2,1,80,5,52.4,3-5-2
223,Real Madrid,Player 891,0,0,86,4,59.8,4-4-2
47,Juventus,Player 892,0,0,11,2,61.6,3-4-3
60,Liverpool,Player 893,0,1,60,4,53.7,4-4-2
469,Arsenal,Player 894,1,0,35,4,45.0,4-3-3
202,Juventus,Player 895,2,1,32,0,45.1,4-3-3
201,Manchester City,Player 896,1,2,17,5,66.1,4-2-3-1
199,Barcelona,Player 897,3,2,31,1,67.9,4-3-3
153,Juventus,Player 898,3,0,77,3,51.4,4-4-2
138,Liverpool,Player 899,1,0,17,1,50.6,3-4-3
354,Arsenal,Player 900,1,0,14,4,54.8,4-2-3-1
215,Barcelona,Player 901,0,0,53,3,65.8,3-4-3
38,Arsenal,Player 902,3,1,65,0,67.9,4-3-3
409,Liverpool,Player 903,0,0,80,3,54.4,3-5-2
255,PSG,Player 904,1,1,34,3,49.9,4-2-3-1
221,Arsenal,Player 905,3,0,29,1,55.3,3-4-3
5,Juventus,Player 906,0,0,32,4,63.1,4-3-3
45,Arsenal,Player 907,2,0,46,2,51.4,3-5-2
440,Chelsea,Player 908,1,1,53,5,54.5,3-5-2
329,Barcelona,Player 909,0,0,18,1,55.2,4-2-3-1
50,Manchester City,Player 910,1,2,62,3,66.9,4-3-3
125,Chelsea,Player 911,0,0,69,2,43.4,4-3-3
98,Manchester City,Player 912,2,0,23,0,44.8,3-4-3
470,PSG,Player 913,3,2,51,5,57.1,4-2-3-1
479,Barcelona,Player 914,1,0,62,5,47.0,4-4-2
283,Barcelona,Player 915,3,0,72,4,58.1,4-2-3-1
257,Bayern Munich,Player 916,3,1,74,3,53.2,4-4-2
86,Juventus,Player 917,3,0,39,5,54.2,3-4-3
51,Real Madrid,Player 918,0,0,58,3,50.1,3-5-2
243,Bayern Munich,Player 919,3,2,63,1,58.3,3-5-2
289,Bayern Munich,Player 920,1,0,38,5,50.7,4-3-3
249,Real Madrid,Player 921,2,2,68,3,45.1,4-2-3-1
323,Real Madrid,Player 922,0,0,20,2,49.4,4-2-3-1
335,Bayern Munich,Player 923,2,2,59,3,54.4,3-5-2
366,Juventus,Player 924,3,2,84,4,51.7,4-3-3
221,PSG,Player 925,1,0,94,5,57.4,3-4-3
425,Manchester City,Player 926,3,1,75,4,64.9,3-5-2
151,Juventus,Player 927,3,1,90,0,42.9,4-2-3-1
148,Real Madrid,Player 928,0,0,65,0,64.3,4-3-3
253,Manchester City,Player 929,1,2,83,1,46.2,4-4-2
67,Liverpool,Player 930,3,2,63,3,50.9,4-2-3-1
427,Barcelona,Player 931,3,1,59,1,52.1,4-4-2
467,Inter Milan,Player 932,0,0,80,5,56.5,4-2-3-1
112,Chelsea,Player 933,1,2,23,3,65.5,3-4-3
319,Arsenal,Player 934,1,2,62,0,54.6,3-5-2
392,Barcelona,Player 935,0,0,64,1,44.5,3-4-3
446,Chelsea,Player 936,2,1,31,3,40.9,4-2-3-1
418,Liverpool,Player 937,3,0,69,0,52.5,3-5-2
387,PSG,Player 938,3,0,50,1,42.6,3-4-3
414,Bayern Munich,Player 939,0,2,41,5,58.9,3-4-3
219,Bayern Munich,Player 940,0,1,66,2,47.8,4-3-3
438,Real Madrid,Player 941,1,0,39,2,57.8,4-2-3-1
43,Chelsea,Player 942,0,0,39,5,53.4,3-4-3
288,Chelsea,Player 943,3,1,95,5,60.1,4-2-3-1
396,Inter Milan,Player 944,0,2,73,0,59.6,4-2-3-1
273,Juventus,Player 945,2,1,78,5,66.9,4-2-3-1
262,Real Madrid,Player 946,0,2,53,4,68.6,4-2-3-1
408,Real Madrid,Player 947,1,2,41,0,42.8,4-2-3-1
416,Real Madrid,Player 948,1,2,83,5,43.0,4-3-3
35,Liverpool,Player 949,1,1,38,2,42.9,3-5-2
469,Barcelona,Player 950,1,2,93,4,42.0,4-2-3-1
343,Liverpool,Player 951,0,1,53,4,40.5,3-4-3
199,Arsenal,Player 952,2,0,74,4,61.7,3-5-2
302,Inter Milan,Player 953,2,1,92,2,50.5,3-5-2
304,Inter Milan,Player 954,1,0,22,5,40.4,4-4-2
329,Arsenal,Player 955,2,0,82,3,69.8,4-4-2
199,PSG,Player 956,2,0,93,3,69.8,3-4-3
137,Inter Milan,Player 957,2,2,14,3,43.6,4-2-3-1
348,PSG,Player 958,3,2,92,5,54.0,3-5-2
46,Bayern Munich,Player 959,0,0,93,5,51.9,3-5-2
164,Real Madrid,Player 960,3,1,88,5,63.1,3-4-3
476,Arsenal,Player 961,2,1,52,0,48.4,3-5-2
478,Liverpool,Player 962,3,2,92,1,69.3,4-4-2
235,Real Madrid,Player 963,3,0,96,3,68.5,3-5-2
79,Juventus,Player 964,3,1,21,5,44.3,4-2-3-1
491,PSG,Player 965,3,2,98,5,65.4,3-5-2
26,Liverpool,Player 966,1,2,84,3,62.0,3-5-2
342,Bayern Munich,Player 967,1,2,100,4,50.4,4-4-2
302,Real Madrid,Player 968,3,0,33,4,49.7,4-2-3-1
486,Inter Milan,Player 969,2,2,90,0,50.6,3-5-2
268,Liverpool,Player 970,0,0,67,0,67.8,4-3-3
323,Barcelona,Player 971,3,2,54,5,48.1,3-4-3
478,Manchester City,Player 972,3,2,97,5,44.3,4-3-3
9,Real Madrid,Player 973,1,1,29,5,56.2,4-2-3-1
120,Chelsea,Player 974,3,1,58,0,55.8,3-5-2
5,Barcelona,Player 975,3,0,92,3,54.3,3-4-3
111,Barcelona,Player 976,2,0,49,1,53.1,4-2-3-1
90,Inter Milan,Player 977,0,0,36,3,52.3,4-3-3
41,Bayern Munich,Player 978,2,2,99,0,60.8,3-4-3
215,Manchester City,Player 979,3,1,27,3,40.3,4-3-3
6,PSG,Player 980,0,0,43,5,61.1,4-4-2
477,Liverpool,Player 981,2,0,91,2,65.4,4-4-2
330,Liverpool,Player 982,3,1,45,3,47.1,3-5-2
318,Liverpool,Player 983,3,1,34,5,64.5,4-2-3-1
267,Real Madrid,Player 984,3,2,51,3,45.7,3-5-2
392,Barcelona,Player 985,0,0,71,4,54.0,4-3-3
175,Arsenal,Player 986,1,1,23,1,47.7,3-4-3
431,Inter Milan,Player 987,0,2,84,3,48.4,4-3-3
397,PSG,Player 988,1,1,23,3,60.0,4-2-3-1
477,Inter Milan,Player 989,3,2,64,3,50.8,3-5-2
420,Chelsea,Player 990,2,1,21,1,41.0,3-5-2
491,Juventus,Player 991,1,0,70,2,69.6,4-4-2
460,Bayern Munich,Player 992,0,2,38,1,57.1,3-5-2
192,Juventus,Player 993,2,2,84,4,54.9,4-2-3-1
412,Barcelona,Player 994,0,0,18,2,66.1,4-4-2
299,Inter Milan,Player 995,3,0,69,4,48.5,4-3-3
239,Real Madrid,Player 996,0,1,96,3,51.9,4-2-3-1
176,Manchester City,Player 997,0,2,68,2,59.2,3-4-3
185,Liverpool,Player 998,1,1,54,0,42.5,3-5-2
384,Real Madrid,Player 999,3,2,10,3,44.3,3-5-2
393,Arsenal,Player 1000,1,1,22,1,44.6,4-2-3-1
